01 Amitabh Bachchan
02. Mahesh Babu    
03. Ram Charan
04. Jr ntr
05. Allu Arjun
06. Akshay Kumar
07. Rajnikant
08. Amir Khan
09. Ajay Devgan
10. Salman Khan
11. Shah Rukh Khan
12. Sanjay Dutt
13. Anil Kapoor
14. jeetendra
15. Sunny Deol
16. Sunil Shetty
17. Hrithik Roshan
18. Tiger Shroff
19. Ranveer Singh
20. Sahid Kapoor
21. Varun Dhawan
22. Vicky Kaushal
23. John Abraham
24. Riteish deshmukh
25.Shushant Singh Rajput
