01. Sanjay Leela Bhansali
02. Karan Johar
03. Yash Chopra
04. Raj Kapoor
05. Ram Gopal Verma
06. SS Rajamouli
07. Mani Ratnam
08. Rohit Shetty
09. Anurag Kashyap
10. RajKumar Hirani
11. Neeraj Pandey
12. Vishal Bhardwaj
13. Kabir Khan
14. Anurag Basu
15. Aditya Chopra
16. Rajkumar Santoshi
17. Rakesh Roshan
18. prakash jha
19. Abbas Alibhai Burmawalla
20. Mastan Alibhai Burmawalla
21. S Shankar
22. Barathiraja
23.sathyan Anthikad
24. Kamal hassan
25. Shyam benegal
