01. Ajay devgon
02. A R Rahman
03. Anurag Kashyap
04. Karan Johar
05. Ram Gopal Verma
06. Ekta Kapoor
07. Salman Khan
08. Arbaaz Khan
09. Amir Khan
10. Aditya Chopra
11. Shahrukh Khan
12. Rohit Sheety
13. Rakesh Roshan
14. Sanjay Leela Bhansali
15. Gauri Khan
16. Rajkumar Hirani
17. Farah Khan
18. Kabir Khan
19. Prakash Jha
20. Sriram Raghavan
21. Maneesh Sharma
22. Mahesh Bhatt
23. S S Rajamouli
24. Subhash Ghai
25. Yash Chopra
